,symbol,metric,value
6590,REG,Ex-Dividend Date,"Jun 12, 2024"
6591,REG,1y Target Est,69.24 
6592,REGN,Previous Close,987.27 
6593,REGN,Open,987.99 
6594,REGN,Bid,993.78 x 100
6595,REGN,Ask,994.52 x 100
6596,REGN,Day's Range,982.97 - 995.75 
6597,REGN,52 Week Range,684.81 - 998.33 
6598,REGN,Volume,"326,906 "
6599,REGN,Avg. Volume,"451,727 "
6600,REGN,Market Cap (intraday),109.519B 
6601,REGN,Beta (5Y Monthly),0.17
6602,REGN,PE Ratio (TTM),29.33 
6603,REGN,EPS (TTM),33.89 
6604,REGN,Earnings Date,"Aug 1, 2024 - Aug 5, 2024"
6605,REGN,Forward Dividend & Yield,--
6606,REGN,Ex-Dividend Date,--
6607,REGN,1y Target Est,"1,060.26 "
6608,RF,Previous Close,19.48 
6609,RF,Open,19.45 
6610,RF,Bid,19.22 x 900
6611,RF,Ask,19.23 x 3200
6612,RF,Day's Range,19.15 - 19.47 
6613,RF,52 Week Range,13.72 - 21.08 
6614,RF,Volume,"1,605,248 "
6615,RF,Avg. Volume,"7,665,646 "
6616,RF,Market Cap (intraday),17.607B 
6617,RF,Beta (5Y Monthly),1.22
6618,RF,PE Ratio (TTM),10.39 
6619,RF,EPS (TTM),1.85 
6620,RF,Earnings Date,"Jul 19, 2024"
6621,RF,Forward Dividend & Yield,0.96 (4.93%)
6622,RF,Ex-Dividend Date,"Jun 3, 2024"
6623,RF,1y Target Est,21.46 
6624,RSG,Previous Close,186.44 
6625,RSG,Open,186.64 
6626,RSG,Bid,182.43 x 800
6627,RSG,Ask,188.00 x 900
6628,RSG,Day's Range,184.00 - 187.67 
6629,RSG,52 Week Range,140.07 - 196.76 
6630,RSG,Volume,"1,219,295 "
6631,RSG,Avg. Volume,"1,320,403 "
6632,RSG,Market Cap (intraday),58.423B 
6633,RSG,Beta (5Y Monthly),0.68
6634,RSG,PE Ratio (TTM),32.55 
6635,RSG,EPS (TTM),5.70 
6636,RSG,Earnings Date,"Jul 29, 2024 - Aug 2, 2024"
6637,RSG,Forward Dividend & Yield,2.14 (1.15%)
6638,RSG,Ex-Dividend Date,"Jul 2, 2024"
6639,RSG,1y Target Est,205.50 
6640,RMD,Previous Close,218.27 
6641,RMD,Open,218.10 
6642,RMD,Bid,213.22 x 900
6643,RMD,Ask,213.47 x 800
6644,RMD,Day's Range,212.90 - 217.74 
6645,RMD,52 Week Range,132.24 - 229.97 
6646,RMD,Volume,"211,207 "
6647,RMD,Avg. Volume,"1,095,361 "
6648,RMD,Market Cap (intraday),31.317B 
6649,RMD,Beta (5Y Monthly),0.64
6650,RMD,PE Ratio (TTM),32.80 
6651,RMD,EPS (TTM),6.50 
6652,RMD,Earnings Date,"Aug 1, 2024 - Aug 5, 2024"
6653,RMD,Forward Dividend & Yield,1.92 (0.88%)
6654,RMD,Ex-Dividend Date,"May 8, 2024"
6655,RMD,1y Target Est,212.34 
6656,RHI,Previous Close,66.88 
6657,RHI,Open,67.00 
6658,RHI,Bid,66.37 x 900
6659,RHI,Ask,66.42 x 1100
6660,RHI,Day's Range,66.01 - 67.14 
6661,RHI,52 Week Range,64.65 - 88.39 
6662,RHI,Volume,"349,583 "
6663,RHI,Avg. Volume,"1,135,756 "
6664,RHI,Market Cap (intraday),6.968B 
6665,RHI,Beta (5Y Monthly),1.29
6666,RHI,PE Ratio (TTM),19.82 
6667,RHI,EPS (TTM),3.35 
6668,RHI,Earnings Date,"Jul 23, 2024 - Jul 29, 2024"
6669,RHI,Forward Dividend & Yield,2.12 (3.14%)
6670,RHI,Ex-Dividend Date,"May 23, 2024"
6671,RHI,1y Target Est,69.50 
6672,ROK,Previous Close,270.36 
6673,ROK,Open,270.78 
6674,ROK,Bid,--
6675,ROK,Ask,--
6676,ROK,Day's Range,269.24 - 278.20 
6677,ROK,52 Week Range,252.11 - 348.52 
6678,ROK,Volume,"905,139 "
6679,ROK,Avg. Volume,"944,124 "
6680,ROK,Market Cap (intraday),30.873B 
6681,ROK,Beta (5Y Monthly),1.43
6682,ROK,PE Ratio (TTM),26.52 
6683,ROK,EPS (TTM),10.21 
6684,ROK,Earnings Date,"Jul 30, 2024 - Aug 5, 2024"
6685,ROK,Forward Dividend & Yield,5.00 (1.85%)
6686,ROK,Ex-Dividend Date,"May 10, 2024"
6687,ROK,1y Target Est,286.38 
6688,ROP,Previous Close,541.40 
6689,ROP,Open,541.46 
6690,ROP,Bid,547.33 x 100
6691,ROP,Ask,547.82 x 100
6692,ROP,Day's Range,541.28 - 549.90 
6693,ROP,52 Week Range,441.06 - 565.00 
6694,ROP,Volume,"500,193 "
6695,ROP,Avg. Volume,"544,567 "
6696,ROP,Market Cap (intraday),58.602B 
6697,ROP,Beta (5Y Monthly),1.00
6698,ROP,PE Ratio (TTM),40.17 
6699,ROP,EPS (TTM),13.63 
6700,ROP,Earnings Date,"Jul 19, 2024 - Jul 23, 2024"
6701,ROP,Forward Dividend & Yield,3.00 (0.55%)
6702,ROP,Ex-Dividend Date,"Apr 4, 2024"
6703,ROP,1y Target Est,602.32 
6704,ROST,Previous Close,131.51 
6705,ROST,Open,132.09 
6706,ROST,Bid,132.30 x 200
6707,ROST,Ask,132.47 x 200
6708,ROST,Day's Range,130.45 - 132.53 
6709,ROST,52 Week Range,100.66 - 151.12 
6710,ROST,Volume,"832,909 "
6711,ROST,Avg. Volume,"2,354,720 "
6712,ROST,Market Cap (intraday),44.385B 
6713,ROST,Beta (5Y Monthly),1.07
6714,ROST,PE Ratio (TTM),23.81 
6715,ROST,EPS (TTM),5.56 
6716,ROST,Earnings Date,"May 23, 2024"
6717,ROST,Forward Dividend & Yield,1.47 (1.12%)
6718,ROST,Ex-Dividend Date,"Mar 14, 2024"
6719,ROST,1y Target Est,162.09 
6720,RCL,Previous Close,141.92 
6721,RCL,Open,143.30 
6722,RCL,Bid,--
6723,RCL,Ask,149.54 x 900
6724,RCL,Day's Range,143.30 - 150.90 
6725,RCL,52 Week Range,76.31 - 150.90 
6726,RCL,Volume,"3,356,247 "
6727,RCL,Avg. Volume,"2,699,135 "
6728,RCL,Market Cap (intraday),38.01B 
6729,RCL,Beta (5Y Monthly),2.50
6730,RCL,PE Ratio (TTM),18.84 
6731,RCL,EPS (TTM),7.84 
6732,RCL,Earnings Date,"Jul 25, 2024 - Jul 29, 2024"
6733,RCL,Forward Dividend & Yield,--
6734,RCL,Ex-Dividend Date,"Mar 5, 2020"
6735,RCL,1y Target Est,161.04 
6736,SPGI,Previous Close,442.30 
6737,SPGI,Open,441.13 
6738,SPGI,Bid,437.65 x 800
6739,SPGI,Ask,438.04 x 1000
6740,SPGI,Day's Range,436.30 - 440.66 
6741,SPGI,52 Week Range,340.49 - 461.16 
6742,SPGI,Volume,"220,462 "
6743,SPGI,Avg. Volume,"1,365,030 "
6744,SPGI,Market Cap (intraday),137.246B 
6745,SPGI,Beta (5Y Monthly),1.14
6746,SPGI,PE Ratio (TTM),49.12 
6747,SPGI,EPS (TTM),8.93 
6748,SPGI,Earnings Date,"Jul 25, 2024 - Jul 29, 2024"
6749,SPGI,Forward Dividend & Yield,3.64 (0.82%)
6750,SPGI,Ex-Dividend Date,"May 28, 2024"
6751,SPGI,1y Target Est,490.97 
6752,CRM,Previous Close,284.68 
6753,CRM,Open,287.04 
6754,CRM,Bid,285.95 x 1800
6755,CRM,Ask,286.24 x 1400
6756,CRM,Day's Range,284.26 - 287.34 
6757,CRM,52 Week Range,193.68 - 318.71 
6758,CRM,Volume,"3,477,909 "
6759,CRM,Avg. Volume,"5,576,336 "
6760,CRM,Market Cap (intraday),277.399B 
6761,CRM,Beta (5Y Monthly),1.30
6762,CRM,PE Ratio (TTM),68.00 
6763,CRM,EPS (TTM),4.20 
6764,CRM,Earnings Date,"May 29, 2024"
6765,CRM,Forward Dividend & Yield,1.60 (0.56%)
6766,CRM,Ex-Dividend Date,"Mar 13, 2024"
6767,CRM,1y Target Est,337.31 
6768,SBAC,Previous Close,193.77 
6769,SBAC,Open,193.04 
6770,SBAC,Bid,192.30 x 100
6771,SBAC,Ask,192.78 x 100
6772,SBAC,Day's Range,191.15 - 193.51 
6773,SBAC,52 Week Range,183.64 - 258.76 
6774,SBAC,Volume,"132,918 "
6775,SBAC,Avg. Volume,"1,031,241 "
6776,SBAC,Market Cap (intraday),20.667B 
6777,SBAC,Beta (5Y Monthly),0.59
6778,SBAC,PE Ratio (TTM),37.72 
6779,SBAC,EPS (TTM),5.10 
6780,SBAC,Earnings Date,"Jul 29, 2024 - Aug 2, 2024"
6781,SBAC,Forward Dividend & Yield,3.92 (2.02%)
6782,SBAC,Ex-Dividend Date,"May 22, 2024"
6783,SBAC,1y Target Est,246.21 
6784,SLB,Previous Close,46.48 
6785,SLB,Open,46.62 
6786,SLB,Bid,46.42 x 1100
6787,SLB,Ask,46.43 x 1300
6788,SLB,Day's Range,46.26 - 47.14 
6789,SLB,52 Week Range,42.73 - 62.12 
6790,SLB,Volume,"3,098,820 "
6791,SLB,Avg. Volume,"8,958,829 "
6792,SLB,Market Cap (intraday),66.343B 
6793,SLB,Beta (5Y Monthly),1.64
6794,SLB,PE Ratio (TTM),15.48 
6795,SLB,EPS (TTM),3.00 
6796,SLB,Earnings Date,"Jul 19, 2024 - Jul 23, 2024"
6797,SLB,Forward Dividend & Yield,1.10 (2.37%)
6798,SLB,Ex-Dividend Date,"Jun 5, 2024"
6799,SLB,1y Target Est,66.87 
6800,STX,Previous Close,98.24 
6801,STX,Open,98.50 
6802,STX,Bid,95.25 x 400
6803,STX,Ask,95.32 x 400
6804,STX,Day's Range,94.78 - 98.50 
6805,STX,52 Week Range,57.06 - 101.26 
6806,STX,Volume,"2,660,998 "
6807,STX,Avg. Volume,"2,886,398 "
6808,STX,Market Cap (intraday),20.006B 
6809,STX,Beta (5Y Monthly),1.08
6810,STX,PE Ratio (TTM),-- 
6811,STX,EPS (TTM),-1.30 
6812,STX,Earnings Date,"Jul 24, 2024 - Jul 29, 2024"
6813,STX,Forward Dividend & Yield,2.80 (2.94%)
6814,STX,Ex-Dividend Date,"Jun 20, 2024"
6815,STX,1y Target Est,97.90 
6816,SRE,Previous Close,78.40 
6817,SRE,Open,77.70 
6818,SRE,Bid,74.21 x 1100
6819,SRE,Ask,--
6820,SRE,Day's Range,77.14 - 78.17 
6821,SRE,52 Week Range,63.75 - 78.83 
6822,SRE,Volume,"3,571,089 "
6823,SRE,Avg. Volume,"3,226,996 "
6824,SRE,Market Cap (intraday),48.938B 
6825,SRE,Beta (5Y Monthly),0.70
6826,SRE,PE Ratio (TTM),17.11 
6827,SRE,EPS (TTM),4.52 
6828,SRE,Earnings Date,"Aug 1, 2024 - Aug 5, 2024"
6829,SRE,Forward Dividend & Yield,2.48 (3.21%)
6830,SRE,Ex-Dividend Date,"Jun 27, 2024"
6831,SRE,1y Target Est,83.96 
6832,NOW,Previous Close,770.83 
6833,NOW,Open,781.68 
6834,NOW,Bid,771.74 x 900
6835,NOW,Ask,773.84 x 800
6836,NOW,Day's Range,767.34 - 781.26 
6837,NOW,52 Week Range,517.80 - 815.32 
6838,NOW,Volume,"312,707 "
6839,NOW,Avg. Volume,"1,172,708 "
6840,NOW,Market Cap (intraday),158.858B 
6841,NOW,Beta (5Y Monthly),0.98
6842,NOW,PE Ratio (TTM),82.90 
6843,NOW,EPS (TTM),9.33 
6844,NOW,Earnings Date,"Jul 24, 2024 - Jul 29, 2024"
6845,NOW,Forward Dividend & Yield,--
6846,NOW,Ex-Dividend Date,--
6847,NOW,1y Target Est,860.88 
6848,SHW,Previous Close,307.22 
6849,SHW,Open,307.54 
6850,SHW,Bid,305.21 x 1300
6851,SHW,Ask,305.49 x 800
6852,SHW,Day's Range,303.97 - 307.71 
6853,SHW,52 Week Range,223.28 - 348.37 
6854,SHW,Volume,"250,493 "
6855,SHW,Avg. Volume,"1,449,246 "
6856,SHW,Market Cap (intraday),77.264B 
6857,SHW,Beta (5Y Monthly),1.18
6858,SHW,PE Ratio (TTM),32.52 
6859,SHW,EPS (TTM),9.37 
6860,SHW,Earnings Date,"Jul 23, 2024 - Jul 29, 2024"
6861,SHW,Forward Dividend & Yield,2.86 (0.93%)
6862,SHW,Ex-Dividend Date,"May 16, 2024"
6863,SHW,1y Target Est,344.39 
6864,SPG,Previous Close,146.19 
6865,SPG,Open,146.28 
6866,SPG,Bid,145.97 x 1200
6867,SPG,Ask,146.15 x 800
6868,SPG,Day's Range,145.05 - 146.43 
6869,SPG,52 Week Range,100.17 - 157.82 
6870,SPG,Volume,"253,243 "
6871,SPG,Avg. Volume,"1,404,820 "
6872,SPG,Market Cap (intraday),54.816B 
6873,SPG,Beta (5Y Monthly),1.71
6874,SPG,PE Ratio (TTM),18.63 
6875,SPG,EPS (TTM),7.85 
6876,SPG,Earnings Date,"Jul 31, 2024 - Aug 5, 2024"
6877,SPG,Forward Dividend & Yield,8.00 (5.47%)
6878,SPG,Ex-Dividend Date,"Jun 7, 2024"
6879,SPG,1y Target Est,160.00 
6880,SWKS,Previous Close,92.45 
6881,SWKS,Open,93.38 
6882,SWKS,Bid,88.69 x 100
6883,SWKS,Ask,98.13 x 100
6884,SWKS,Day's Range,92.18 - 93.83 
6885,SWKS,52 Week Range,85.06 - 115.69 
6886,SWKS,Volume,"2,310,572 "
6887,SWKS,Avg. Volume,"2,502,396 "
6888,SWKS,Market Cap (intraday),14.991B 
6889,SWKS,Beta (5Y Monthly),1.35
6890,SWKS,PE Ratio (TTM),17.60 
6891,SWKS,EPS (TTM),5.31 
6892,SWKS,Earnings Date,"Aug 5, 2024 - Aug 9, 2024"
6893,SWKS,Forward Dividend & Yield,2.72 (2.94%)
6894,SWKS,Ex-Dividend Date,"May 20, 2024"
6895,SWKS,1y Target Est,103.43 
6896,SJM,Previous Close,111.82 
6897,SJM,Open,111.60 
6898,SJM,Bid,110.08 x 1000
6899,SJM,Ask,110.27 x 800
6900,SJM,Day's Range,109.92 - 111.15 
6901,SJM,52 Week Range,107.33 - 156.03 
6902,SJM,Volume,"150,148 "
6903,SJM,Avg. Volume,"1,281,717 "
6904,SJM,Market Cap (intraday),11.758B 
6905,SJM,Beta (5Y Monthly),0.23
6906,SJM,PE Ratio (TTM),-- 
6907,SJM,EPS (TTM),-0.82 
6908,SJM,Earnings Date,"Feb 27, 2024"
6909,SJM,Forward Dividend & Yield,4.24 (3.79%)
6910,SJM,Ex-Dividend Date,"May 16, 2024"
6911,SJM,1y Target Est,131.57 
6912,SNA,Previous Close,276.17 
6913,SNA,Open,276.42 
6914,SNA,Bid,272.06 x 900
6915,SNA,Ask,272.57 x 800
6916,SNA,Day's Range,271.51 - 276.01 
6917,SNA,52 Week Range,247.68 - 298.49 
6918,SNA,Volume,"33,652 "
6919,SNA,Avg. Volume,"331,900 "
6920,SNA,Market Cap (intraday),14.321B 
6921,SNA,Beta (5Y Monthly),1.00
6922,SNA,PE Ratio (TTM),14.24 
6923,SNA,EPS (TTM),19.08 
6924,SNA,Earnings Date,"Jul 18, 2024 - Jul 22, 2024"
6925,SNA,Forward Dividend & Yield,7.44 (2.69%)
6926,SNA,Ex-Dividend Date,"May 17, 2024"
6927,SNA,1y Target Est,293.60 
6928,SOLV,Previous Close,61.22 
6929,SOLV,Open,61.07 
6930,SOLV,Bid,--
6931,SOLV,Ask,63.50 x 800
6932,SOLV,Day's Range,60.92 - 62.24 
6933,SOLV,52 Week Range,60.57 - 72.40 
6934,SOLV,Volume,"1,374,380 "
6935,SOLV,Avg. Volume,"2,726,176 "
6936,SOLV,Market Cap (intraday),10.689B 
6937,SOLV,Beta (5Y Monthly),--
6938,SOLV,PE Ratio (TTM),-- 
6939,SOLV,EPS (TTM),-- 
6940,SOLV,Earnings Date,--
6941,SOLV,Forward Dividend & Yield,--
6942,SOLV,Ex-Dividend Date,--
6943,SOLV,1y Target Est,69.67 
6944,SO,Previous Close,78.69 
6945,SO,Open,78.33 
6946,SO,Bid,77.64 x 800
6947,SO,Ask,77.65 x 800
6948,SO,Day's Range,77.40 - 78.28 
6949,SO,52 Week Range,61.56 - 80.14 
6950,SO,Volume,"1,385,097 "
6951,SO,Avg. Volume,"4,851,370 "
6952,SO,Market Cap (intraday),84.998B 
6953,SO,Beta (5Y Monthly),0.48
6954,SO,PE Ratio (TTM),20.14 
6955,SO,EPS (TTM),3.86 
6956,SO,Earnings Date,"Aug 1, 2024 - Aug 5, 2024"
6957,SO,Forward Dividend & Yield,2.88 (3.66%)
6958,SO,Ex-Dividend Date,"May 17, 2024"
6959,SO,1y Target Est,76.83 
6960,LUV,Previous Close,27.98 
6961,LUV,Open,28.17 
6962,LUV,Bid,27.80 x 1100
6963,LUV,Ask,27.90 x 4000
6964,LUV,Day's Range,27.77 - 28.27 
6965,LUV,52 Week Range,21.91 - 39.53 
6966,LUV,Volume,"6,887,460 "
6967,LUV,Avg. Volume,"9,216,053 "
6968,LUV,Market Cap (intraday),16.673B 
6969,LUV,Beta (5Y Monthly),1.16
6970,LUV,PE Ratio (TTM),43.53 
6971,LUV,EPS (TTM),0.64 
6972,LUV,Earnings Date,"Jul 25, 2024 - Jul 29, 2024"
6973,LUV,Forward Dividend & Yield,0.72 (2.58%)
6974,LUV,Ex-Dividend Date,"Jun 18, 2024"
6975,LUV,1y Target Est,28.02 
6976,SWK,Previous Close,87.17 
6977,SWK,Open,87.19 
6978,SWK,Bid,85.64 x 1400
6979,SWK,Ask,85.69 x 1000
6980,SWK,Day's Range,85.36 - 87.36 
6981,SWK,52 Week Range,73.87 - 104.21 
6982,SWK,Volume,"229,986 "
6983,SWK,Avg. Volume,"1,460,822 "
6984,SWK,Market Cap (intraday),13.225B 
6985,SWK,Beta (5Y Monthly),1.33
6986,SWK,PE Ratio (TTM),-- 
6987,SWK,EPS (TTM),-0.49 
6988,SWK,Earnings Date,"Jul 30, 2024 - Aug 5, 2024"
6989,SWK,Forward Dividend & Yield,3.24 (3.72%)
6990,SWK,Ex-Dividend Date,"Jun 4, 2024"
6991,SWK,1y Target Est,95.00 
6992,SBUX,Previous Close,80.72 
6993,SBUX,Open,80.10 
6994,SBUX,Bid,79.21 x 300
6995,SBUX,Ask,79.30 x 200
6996,SBUX,Day's Range,79.15 - 80.70 
6997,SBUX,52 Week Range,71.80 - 107.66 
6998,SBUX,Volume,"5,040,909 "
6999,SBUX,Avg. Volume,"10,800,003 "
7000,SBUX,Market Cap (intraday),89.732B 
7001,SBUX,Beta (5Y Monthly),0.97
7002,SBUX,PE Ratio (TTM),21.82 
7003,SBUX,EPS (TTM),3.63 
7004,SBUX,Earnings Date,"Jul 30, 2024 - Aug 5, 2024"
7005,SBUX,Forward Dividend & Yield,2.28 (2.82%)
7006,SBUX,Ex-Dividend Date,"May 16, 2024"
7007,SBUX,1y Target Est,88.98 
7008,STT,Previous Close,75.32 
7009,STT,Open,75.21 
7010,STT,Bid,76.07 x 900
7011,STT,Ask,76.08 x 1000
7012,STT,Day's Range,75.13 - 76.28 
7013,STT,52 Week Range,62.78 - 79.90 
7014,STT,Volume,"1,180,941 "
7015,STT,Avg. Volume,"2,401,459 "
7016,STT,Market Cap (intraday),22.974B 
7017,STT,Beta (5Y Monthly),1.54
7018,STT,PE Ratio (TTM),14.04 
7019,STT,EPS (TTM),5.43 
7020,STT,Earnings Date,"Jul 12, 2024 - Jul 16, 2024"
7021,STT,Forward Dividend & Yield,2.76 (3.66%)
7022,STT,Ex-Dividend Date,"Mar 28, 2024"
7023,STT,1y Target Est,88.23 
7024,STLD,Previous Close,132.73 
7025,STLD,Open,133.47 
7026,STLD,Bid,127.09 x 100
7027,STLD,Ask,141.75 x 100
7028,STLD,Day's Range,132.50 - 134.01 
7029,STLD,52 Week Range,90.55 - 151.34 
7030,STLD,Volume,"201,606 "
7031,STLD,Avg. Volume,"1,129,822 "
7032,STLD,Market Cap (intraday),20.96B 
7033,STLD,Beta (5Y Monthly),1.48
7034,STLD,PE Ratio (TTM),9.13 
7035,STLD,EPS (TTM),14.61 
7036,STLD,Earnings Date,"Jul 17, 2024 - Jul 22, 2024"
7037,STLD,Forward Dividend & Yield,1.84 (1.39%)
7038,STLD,Ex-Dividend Date,"Jun 28, 2024"
7039,STLD,1y Target Est,136.50 
7040,STE,Previous Close,225.99 
7041,STE,Open,225.50 
7042,STE,Bid,204.05 x 1300
7043,STE,Ask,231.19 x 800
7044,STE,Day's Range,223.68 - 231.74 
7045,STE,52 Week Range,195.47 - 254.00 
7046,STE,Volume,"813,209 "
7047,STE,Avg. Volume,"495,525 "
7048,STE,Market Cap (intraday),22.859B 
7049,STE,Beta (5Y Monthly),0.81
7050,STE,PE Ratio (TTM),41.68 
7051,STE,EPS (TTM),5.55 
7052,STE,Earnings Date,"Jul 30, 2024 - Aug 5, 2024"
7053,STE,Forward Dividend & Yield,2.08 (0.90%)
7054,STE,Ex-Dividend Date,"Jun 11, 2024"
7055,STE,1y Target Est,240.14 
7056,SYK,Previous Close,335.42 
7057,SYK,Open,334.79 
7058,SYK,Bid,334.57 x 1200
7059,SYK,Ask,334.76 x 800
7060,SYK,Day's Range,332.40 - 335.33 
7061,SYK,52 Week Range,249.98 - 361.41 
7062,SYK,Volume,"209,481 "
7063,SYK,Avg. Volume,"1,267,609 "
7064,SYK,Market Cap (intraday),127.281B 
7065,SYK,Beta (5Y Monthly),0.92
7066,SYK,PE Ratio (TTM),38.18 
7067,SYK,EPS (TTM),8.75 
7068,SYK,Earnings Date,"Aug 1, 2024 - Aug 5, 2024"
7069,SYK,Forward Dividend & Yield,3.20 (0.95%)
7070,SYK,Ex-Dividend Date,"Jun 28, 2024"
7071,SYK,1y Target Est,379.91 
7072,SMCI,Previous Close,898.95 
7073,SMCI,Open,910.12 
7074,SMCI,Bid,873.37 x 100
7075,SMCI,Ask,874.64 x 100
7076,SMCI,Day's Range,862.51 - 911.65 
7077,SMCI,52 Week Range,"192.50 - 1,229.00 "
7078,SMCI,Volume,"5,300,929 "
7079,SMCI,Avg. Volume,"7,161,327 "
7080,SMCI,Market Cap (intraday),51.136B 
7081,SMCI,Beta (5Y Monthly),1.34
7082,SMCI,PE Ratio (TTM),48.54 
7083,SMCI,EPS (TTM),17.99 
7084,SMCI,Earnings Date,"Aug 6, 2024 - Aug 12, 2024"
7085,SMCI,Forward Dividend & Yield,--
7086,SMCI,Ex-Dividend Date,--
7087,SMCI,1y Target Est,"1,057.46 "
7088,SYF,Previous Close,43.54 
7089,SYF,Open,43.56 
7090,SYF,Bid,43.23 x 800
7091,SYF,Ask,43.24 x 800
7092,SYF,Day's Range,42.81 - 43.61 
7093,SYF,52 Week Range,27.30 - 46.72 
7094,SYF,Volume,"595,061 "
7095,SYF,Avg. Volume,"4,425,109 "
7096,SYF,Market Cap (intraday),17.365B 
7097,SYF,Beta (5Y Monthly),1.58
7098,SYF,PE Ratio (TTM),6.20 
7099,SYF,EPS (TTM),6.98 
7100,SYF,Earnings Date,"Jul 16, 2024 - Jul 22, 2024"
7101,SYF,Forward Dividend & Yield,1.00 (2.30%)
7102,SYF,Ex-Dividend Date,"May 3, 2024"
7103,SYF,1y Target Est,48.00 
7104,SNPS,Previous Close,573.13 
7105,SNPS,Open,580.32 
7106,SNPS,Bid,592.89 x 100
7107,SNPS,Ask,602.00 x 200
7108,SNPS,Day's Range,568.46 - 597.94 
7109,SNPS,52 Week Range,409.84 - 629.38 
7110,SNPS,Volume,"713,453 "
7111,SNPS,Avg. Volume,"894,680 "
7112,SNPS,Market Cap (intraday),90.982B 
7113,SNPS,Beta (5Y Monthly),--
7114,SNPS,PE Ratio (TTM),65.55 
7115,SNPS,EPS (TTM),9.06 
7116,SNPS,Earnings Date,"Aug 14, 2024 - Aug 19, 2024"
7117,SNPS,Forward Dividend & Yield,--
7118,SNPS,Ex-Dividend Date,--
7119,SNPS,1y Target Est,642.05 
7120,SYY,Previous Close,72.73 
7121,SYY,Open,72.50 
7122,SYY,Bid,73.53 x 900
7123,SYY,Ask,73.56 x 1200
7124,SYY,Day's Range,72.34 - 73.74 
7125,SYY,52 Week Range,62.24 - 82.89 
7126,SYY,Volume,"1,030,824 "
7127,SYY,Avg. Volume,"2,751,064 "
7128,SYY,Market Cap (intraday),36.467B 
7129,SYY,Beta (5Y Monthly),1.16
7130,SYY,PE Ratio (TTM),17.86 
7131,SYY,EPS (TTM),4.10 
7132,SYY,Earnings Date,"Jul 30, 2024 - Aug 5, 2024"
7133,SYY,Forward Dividend & Yield,2.04 (2.80%)
7134,SYY,Ex-Dividend Date,"Jul 5, 2024"
7135,SYY,1y Target Est,86.60 
7136,TMUS,Previous Close,165.50 
7137,TMUS,Open,164.42 
7138,TMUS,Bid,164.99 x 200
7139,TMUS,Ask,165.12 x 200
7140,TMUS,Day's Range,164.21 - 165.60 
7141,TMUS,52 Week Range,124.92 - 168.64 
7142,TMUS,Volume,"1,040,766 "
7143,TMUS,Avg. Volume,"4,337,264 "
7144,TMUS,Market Cap (intraday),193.426B 
7145,TMUS,Beta (5Y Monthly),0.48
7146,TMUS,PE Ratio (TTM),22.46 
7147,TMUS,EPS (TTM),7.35 
7148,TMUS,Earnings Date,"Jul 25, 2024 - Jul 29, 2024"
7149,TMUS,Forward Dividend & Yield,2.60 (1.57%)
7150,TMUS,Ex-Dividend Date,"May 31, 2024"
7151,TMUS,1y Target Est,187.35 
7152,TROW,Previous Close,117.68 
7153,TROW,Open,118.20 
7154,TROW,Bid,118.28 x 100
7155,TROW,Ask,118.44 x 200
7156,TROW,Day's Range,117.01 - 118.37 
7157,TROW,52 Week Range,87.43 - 132.76 
7158,TROW,Volume,"276,898 "
7159,TROW,Avg. Volume,"1,372,037 "
7160,TROW,Market Cap (intraday),26.425B 
7161,TROW,Beta (5Y Monthly),1.41
7162,TROW,PE Ratio (TTM),14.07 
7163,TROW,EPS (TTM),8.41 
7164,TROW,Earnings Date,"Jul 26, 2024 - Jul 30, 2024"
7165,TROW,Forward Dividend & Yield,4.96 (4.21%)
7166,TROW,Ex-Dividend Date,"Jun 14, 2024"
7167,TROW,1y Target Est,115.70 
7168,TTWO,Previous Close,150.61 
7169,TTWO,Open,153.48 
7170,TTWO,Bid,152.90 x 100
7171,TTWO,Ask,153.21 x 300
7172,TTWO,Day's Range,151.91 - 154.54 
7173,TTWO,52 Week Range,130.34 - 171.59 
7174,TTWO,Volume,"919,405 "
7175,TTWO,Avg. Volume,"1,767,369 "
7176,TTWO,Market Cap (intraday),26.224B 
7177,TTWO,Beta (5Y Monthly),0.74
7178,TTWO,PE Ratio (TTM),-- 
7179,TTWO,EPS (TTM),-22.00 
7180,TTWO,Earnings Date,"Aug 6, 2024 - Aug 12, 2024"
7181,TTWO,Forward Dividend & Yield,--
7182,TTWO,Ex-Dividend Date,--
7183,TTWO,1y Target Est,173.76 
7184,TPR,Previous Close,41.48 
7185,TPR,Open,41.31 
7186,TPR,Bid,41.51 x 800
7187,TPR,Ask,41.51 x 800
7188,TPR,Day's Range,40.97 - 41.65 
7189,TPR,52 Week Range,25.99 - 48.80 
7190,TPR,Volume,"507,453 "
7191,TPR,Avg. Volume,"3,793,537 "
7192,TPR,Market Cap (intraday),9.559B 
7193,TPR,Beta (5Y Monthly),1.63
7194,TPR,PE Ratio (TTM),11.03 
7195,TPR,EPS (TTM),3.77 
7196,TPR,Earnings Date,"Aug 15, 2024 - Aug 19, 2024"
7197,TPR,Forward Dividend & Yield,1.40 (3.38%)
7198,TPR,Ex-Dividend Date,"Jun 7, 2024"
7199,TPR,1y Target Est,49.31 
7200,TRGP,Previous Close,117.55 
7201,TRGP,Open,117.75 
7202,TRGP,Bid,118.41 x 800
7203,TRGP,Ask,118.45 x 800
7204,TRGP,Day's Range,117.52 - 119.68 
7205,TRGP,52 Week Range,67.36 - 119.68 
